Customer ID,Gender,Age,City,Membership Type,Total Spend,Items Purchased,Average Rating,Discount Applied,Days Since Last Purchase,Satisfaction Level,Satisfaction Encoded,Membership Encoded,Avg Spend Per Item,Spend Per Age,Recent Buyer,High Spender,RFM_Score,Loyalty Score,CustomerSegment
116,Male,29,San Francisco,Gold,1360.2,18,4.9,0,11,Satisfied,3,2.0,75.56666666666666,46.90344827586207,1,1,13,0.8301587301587301,2
117,Male,26,Miami,Silver,700.6,12,3.7,1,48,Unsatisfied,1,1.0,58.38333333333333,26.946153846153848,0,0,5,0.2952380952380952,3
118,Female,38,Houston,Bronze,450.9,8,3.0,0,25,Neutral,2,0.0,56.3625,11.86578947368421,1,0,3,0.4412698412698412,1
119,Female,32,New York,Gold,1170.3,14,4.7,1,29,Satisfied,3,2.0,83.59285714285714,36.571875,1,1,8,0.7158730158730159,2
120,Male,34,Los Angeles,Silver,790.2,11,4.0,0,16,Neutral,2,1.0,71.83636363636364,23.24117647058824,1,1,7,0.5984126984126984,3
121,Female,43,Chicago,Bronze,505.75,10,3.3,1,41,Unsatisfied,1,0.0,50.575,11.761627906976743,0,0,3,0.2396825396825396,1
122,Male,30,San Francisco,Gold,1470.5,20,4.8,0,13,Satisfied,3,2.0,73.525,49.016666666666666,1,1,13,0.8174603174603174,2
123,Male,27,Miami,Silver,710.4,13,4.1,1,54,Unsatisfied,1,1.0,54.64615384615384,26.31111111111111,0,0,5,0.2571428571428571,3
124,Female,37,Houston,Bronze,430.8,7,3.4,0,23,Neutral,2,0.0,61.54285714285714,11.643243243243244,1,0,3,0.4539682539682539,1
125,Female,31,New York,Gold,1140.6,15,4.6,1,27,Satisfied,3,2.0,76.03999999999999,36.79354838709677,1,1,9,0.7285714285714285,2
126,Male,35,Los Angeles,Silver,810.9,12,4.3,0,13,Neutral,2,1.0,67.575,23.16857142857143,1,1,9,0.6174603174603175,3
127,Female,41,Chicago,Bronze,485.25,9,3.6,1,39,Unsatisfied,1,0.0,53.91666666666666,11.835365853658535,0,0,2,0.2523809523809524,1
128,Male,28,San Francisco,Gold,1500.1,21,4.9,0,10,Satisfied,3,2.0,71.43333333333332,53.575,1,1,13,0.8365079365079364,2
129,Male,32,Miami,Silver,670.3,10,3.8,1,33,Unsatisfied,1,1.0,67.03,20.946875,0,0,4,0.3904761904761904,3
130,Female,36,Houston,Bronze,460.5,8,3.1,0,19,Neutral,2,0.0,57.5625,12.791666666666666,1,0,4,0.4793650793650793,1
131,Female,30,New York,Gold,1190.8,16,4.5,1,20,Satisfied,3,2.0,74.425,39.693333333333335,1,1,10,0.7730158730158729,2
132,Male,33,Los Angeles,Silver,830.75,13,4.2,0,14,Satisfied,3,1.0,63.90384615384615,25.174242424242426,1,1,10,0.7111111111111111,3
133,Female,42,Chicago,Bronze,520.4,9,3.5,1,37,Unsatisfied,1,0.0,57.82222222222222,12.390476190476187,0,0,3,0.2650793650793651,1
134,Male,29,San Francisco,Gold,1370.2,18,4.7,0,10,Satisfied,3,2.0,76.12222222222222,47.248275862068965,1,1,13,0.8365079365079364,2
135,Male,26,Miami,Silver,690.6,12,3.9,1,47,Unsatisfied,1,1.0,57.55,26.56153846153846,0,0,4,0.3015873015873015,3
136,Female,38,Houston,Bronze,440.9,8,3.2,0,24,Neutral,2,0.0,55.1125,11.602631578947369,1,0,3,0.4476190476190476,1
137,Female,32,New York,Gold,1160.3,14,4.4,1,22,Satisfied,3,2.0,82.87857142857142,36.259375,1,1,9,0.7603174603174603,2
138,Male,34,Los Angeles,Silver,800.2,11,4.1,0,17,Neutral,2,1.0,72.74545454545455,23.53529411764706,1,1,7,0.5920634920634921,3
139,Female,43,Chicago,Bronze,500.75,10,3.3,1,40,Unsatisfied,1,0.0,50.075,11.645348837209305,0,0,3,0.246031746031746,1
140,Male,30,San Francisco,Gold,1460.5,20,4.8,0,12,Satisfied,3,2.0,73.025,48.68333333333333,1,1,13,0.8238095238095238,2
141,Male,27,Miami,Silver,700.4,13,4.0,1,53,Unsatisfied,1,1.0,53.87692307692308,25.94074074074074,0,0,5,0.2634920634920634,3
142,Female,37,Houston,Bronze,420.8,7,3.1,0,21,Neutral,2,0.0,60.114285714285714,11.372972972972974,1,0,3,0.4666666666666667,1
143,Female,31,New York,Gold,1130.6,15,4.5,1,26,Satisfied,3,2.0,75.37333333333332,36.47096774193548,1,1,9,0.7349206349206349,2
144,Male,35,Los Angeles,Silver,820.9,12,4.3,0,12,Neutral,2,1.0,68.40833333333333,23.454285714285717,1,1,10,0.6238095238095238,3
145,Female,41,Chicago,Bronze,480.25,9,3.6,1,38,Unsatisfied,1,0.0,53.36111111111112,11.71341463414634,0,0,2,0.2587301587301587,1
146,Male,28,San Francisco,Gold,1490.1,21,4.9,0,9,Satisfied,3,2.0,70.95714285714286,53.21785714285714,1,1,13,0.8428571428571429,2
147,Male,32,Miami,Silver,680.3,10,3.8,1,32,Unsatisfied,1,1.0,68.03,21.259375,0,0,4,0.3968253968253968,3
148,Female,36,Houston,Bronze,470.5,8,3.0,0,18,Neutral,2,0.0,58.8125,13.069444444444445,1,0,4,0.4857142857142857,1
149,Female,30,New York,Gold,1180.8,16,4.7,1,19,Satisfied,3,2.0,73.8,39.36,1,1,10,0.7793650793650793,2
150,Male,34,Los Angeles,Silver,790.2,11,4.0,0,15,Neutral,2,1.0,71.83636363636364,23.24117647058824,1,1,7,0.6047619047619047,3
151,Female,43,Chicago,Bronze,505.75,10,3.3,1,39,Unsatisfied,1,0.0,50.575,11.761627906976743,0,0,4,0.2523809523809524,1
152,Male,30,San Francisco,Gold,1470.5,20,4.8,0,13,Satisfied,3,2.0,73.525,49.016666666666666,1,1,13,0.8174603174603174,2
153,Male,27,Miami,Silver,710.4,13,4.1,1,54,Unsatisfied,1,1.0,54.64615384615384,26.31111111111111,0,0,5,0.2571428571428571,3
154,Female,37,Houston,Bronze,430.8,7,3.4,0,23,Neutral,2,0.0,61.54285714285714,11.643243243243244,1,0,3,0.4539682539682539,1
155,Female,31,New York,Gold,1140.6,15,4.6,1,27,Satisfied,3,2.0,76.03999999999999,36.79354838709677,1,1,9,0.7285714285714285,2
156,Male,35,Los Angeles,Silver,810.9,12,4.3,0,13,Neutral,2,1.0,67.575,23.16857142857143,1,1,9,0.6174603174603175,3
157,Female,41,Chicago,Bronze,485.25,9,3.6,1,39,Unsatisfied,1,0.0,53.91666666666666,11.835365853658535,0,0,2,0.2523809523809524,1
158,Male,28,San Francisco,Gold,1500.1,21,4.9,0,10,Satisfied,3,2.0,71.43333333333332,53.575,1,1,13,0.8365079365079364,2
159,Male,32,Miami,Silver,670.3,10,3.8,1,33,Unsatisfied,1,1.0,67.03,20.946875,0,0,4,0.3904761904761904,3
160,Female,36,Houston,Bronze,460.5,8,3.1,0,19,Neutral,2,0.0,57.5625,12.791666666666666,1,0,4,0.4793650793650793,1
161,Female,30,New York,Gold,1190.8,16,4.5,1,20,Satisfied,3,2.0,74.425,39.693333333333335,1,1,10,0.7730158730158729,2
162,Male,33,Los Angeles,Silver,830.75,13,4.2,0,14,Satisfied,3,1.0,63.90384615384615,25.174242424242426,1,1,10,0.7111111111111111,3
163,Female,42,Chicago,Bronze,520.4,9,3.5,1,37,Unsatisfied,1,0.0,57.82222222222222,12.390476190476187,0,0,3,0.2650793650793651,1
164,Male,29,San Francisco,Gold,1370.2,18,4.7,0,10,Satisfied,3,2.0,76.12222222222222,47.248275862068965,1,1,13,0.8365079365079364,2
165,Male,26,Miami,Silver,690.6,12,3.9,1,47,Unsatisfied,1,1.0,57.55,26.56153846153846,0,0,4,0.3015873015873015,3
166,Female,38,Houston,Bronze,440.9,8,3.2,0,24,Neutral,2,0.0,55.1125,11.602631578947369,1,0,3,0.4476190476190476,1
167,Female,32,New York,Gold,1160.3,14,4.4,1,22,Satisfied,3,2.0,82.87857142857142,36.259375,1,1,9,0.7603174603174603,2
168,Male,34,Los Angeles,Silver,800.2,11,4.1,0,17,Neutral,2,1.0,72.74545454545455,23.53529411764706,1,1,7,0.5920634920634921,3
169,Female,43,Chicago,Bronze,500.75,10,3.3,1,40,Unsatisfied,1,0.0,50.075,11.645348837209305,0,0,3,0.246031746031746,1
170,Male,30,San Francisco,Gold,1460.5,20,4.8,0,12,Satisfied,3,2.0,73.025,48.68333333333333,1,1,13,0.8238095238095238,2
171,Male,27,Miami,Silver,700.4,13,4.0,1,53,Unsatisfied,1,1.0,53.87692307692308,25.94074074074074,0,0,5,0.2634920634920634,3
172,Female,37,Houston,Bronze,420.8,7,3.1,0,21,Neutral,2,0.0,60.114285714285714,11.372972972972974,1,0,3,0.4666666666666667,1
173,Female,31,New York,Gold,1130.6,15,4.5,1,26,Satisfied,3,2.0,75.37333333333332,36.47096774193548,1,1,9,0.7349206349206349,2
174,Male,35,Los Angeles,Silver,820.9,12,4.3,0,12,Neutral,2,1.0,68.40833333333333,23.454285714285717,1,1,10,0.6238095238095238,3
175,Female,41,Chicago,Bronze,480.25,9,3.6,1,38,Unsatisfied,1,0.0,53.36111111111112,11.71341463414634,0,0,2,0.2587301587301587,1
176,Male,28,San Francisco,Gold,1490.1,21,4.9,0,9,Satisfied,3,2.0,70.95714285714286,53.21785714285714,1,1,13,0.8428571428571429,2
177,Male,32,Miami,Silver,680.3,10,3.8,1,32,Unsatisfied,1,1.0,68.03,21.259375,0,0,4,0.3968253968253968,3
178,Female,36,Houston,Bronze,470.5,8,3.0,0,18,Neutral,2,0.0,58.8125,13.069444444444445,1,0,4,0.4857142857142857,1
179,Female,30,New York,Gold,1180.8,16,4.7,1,19,Satisfied,3,2.0,73.8,39.36,1,1,10,0.7793650793650793,2
180,Male,34,Los Angeles,Silver,790.2,11,4.0,0,15,Neutral,2,1.0,71.83636363636364,23.24117647058824,1,1,7,0.6047619047619047,3
181,Female,43,Chicago,Bronze,505.75,10,3.3,1,39,Unsatisfied,1,0.0,50.575,11.761627906976743,0,0,4,0.2523809523809524,1
182,Male,30,San Francisco,Gold,1470.5,20,4.8,0,13,Satisfied,3,2.0,73.525,49.016666666666666,1,1,13,0.8174603174603174,2
183,Male,27,Miami,Silver,710.4,13,4.1,1,54,Unsatisfied,1,1.0,54.64615384615384,26.31111111111111,0,0,5,0.2571428571428571,3
184,Female,37,Houston,Bronze,430.8,7,3.4,0,23,Neutral,2,0.0,61.54285714285714,11.643243243243244,1,0,3,0.4539682539682539,1
185,Female,31,New York,Gold,1140.6,15,4.6,1,27,Satisfied,3,2.0,76.03999999999999,36.79354838709677,1,1,9,0.7285714285714285,2
186,Male,35,Los Angeles,Silver,810.9,12,4.3,0,13,Neutral,2,1.0,67.575,23.16857142857143,1,1,9,0.6174603174603175,3
187,Female,41,Chicago,Bronze,485.25,9,3.6,1,39,Unsatisfied,1,0.0,53.91666666666666,11.835365853658535,0,0,2,0.2523809523809524,1
188,Male,28,San Francisco,Gold,1500.1,21,4.9,0,10,Satisfied,3,2.0,71.43333333333332,53.575,1,1,13,0.8365079365079364,2
189,Male,32,Miami,Silver,670.3,10,3.8,1,33,Unsatisfied,1,1.0,67.03,20.946875,0,0,4,0.3904761904761904,3
190,Female,36,Houston,Bronze,460.5,8,3.1,0,19,Neutral,2,0.0,57.5625,12.791666666666666,1,0,4,0.4793650793650793,1
191,Female,30,New York,Gold,1190.8,16,4.5,1,20,Satisfied,3,2.0,74.425,39.693333333333335,1,1,10,0.7730158730158729,2
192,Male,33,Los Angeles,Silver,830.75,13,4.2,0,14,Satisfied,3,1.0,63.90384615384615,25.174242424242426,1,1,10,0.7111111111111111,3
193,Female,42,Chicago,Bronze,520.4,9,3.5,1,37,Unsatisfied,1,0.0,57.82222222222222,12.390476190476187,0,0,3,0.2650793650793651,1
194,Male,29,San Francisco,Gold,1370.2,18,4.7,0,10,Satisfied,3,2.0,76.12222222222222,47.248275862068965,1,1,13,0.8365079365079364,2
195,Male,26,Miami,Silver,690.6,12,3.9,1,47,Unsatisfied,1,1.0,57.55,26.56153846153846,0,0,4,0.3015873015873015,3
196,Female,38,Houston,Bronze,440.9,8,3.2,0,24,Neutral,2,0.0,55.1125,11.602631578947369,1,0,3,0.4476190476190476,1
197,Female,32,New York,Gold,1160.3,14,4.4,1,22,Satisfied,3,2.0,82.87857142857142,36.259375,1,1,9,0.7603174603174603,2
198,Male,34,Los Angeles,Silver,800.2,11,4.1,0,17,Neutral,2,1.0,72.74545454545455,23.53529411764706,1,1,7,0.5920634920634921,3
199,Female,43,Chicago,Bronze,500.75,10,3.3,1,40,Unsatisfied,1,0.0,50.075,11.645348837209305,0,0,3,0.246031746031746,1
200,Male,30,San Francisco,Gold,1460.5,20,4.8,0,12,Satisfied,3,2.0,73.025,48.68333333333333,1,1,13,0.8238095238095238,2
201,Male,27,Miami,Silver,700.4,13,4.0,1,53,Unsatisfied,1,1.0,53.87692307692308,25.94074074074074,0,0,5,0.2634920634920634,3
202,Female,37,Houston,Bronze,420.8,7,3.1,0,21,Neutral,2,0.0,60.114285714285714,11.372972972972974,1,0,3,0.4666666666666667,1
203,Female,31,New York,Gold,1130.6,15,4.5,1,26,Satisfied,3,2.0,75.37333333333332,36.47096774193548,1,1,9,0.7349206349206349,2
204,Male,35,Los Angeles,Silver,820.9,12,4.3,0,12,Neutral,2,1.0,68.40833333333333,23.454285714285717,1,1,10,0.6238095238095238,3
205,Female,41,Chicago,Bronze,480.25,9,3.6,1,38,Unsatisfied,1,0.0,53.36111111111112,11.71341463414634,0,0,2,0.2587301587301587,1
206,Male,28,San Francisco,Gold,1490.1,21,4.9,0,9,Satisfied,3,2.0,70.95714285714286,53.21785714285714,1,1,13,0.8428571428571429,2
207,Male,32,Miami,Silver,680.3,10,3.8,1,32,Unsatisfied,1,1.0,68.03,21.259375,0,0,4,0.3968253968253968,3
208,Female,36,Houston,Bronze,470.5,8,3.0,0,18,Neutral,2,0.0,58.8125,13.069444444444445,1,0,4,0.4857142857142857,1
209,Female,30,New York,Gold,1180.8,16,4.7,1,19,Satisfied,3,2.0,73.8,39.36,1,1,10,0.7793650793650793,2
210,Male,34,Los Angeles,Silver,790.2,11,4.0,0,15,Neutral,2,1.0,71.83636363636364,23.24117647058824,1,1,7,0.6047619047619047,3
211,Female,43,Chicago,Bronze,505.75,10,3.3,1,39,Unsatisfied,1,0.0,50.575,11.761627906976743,0,0,4,0.2523809523809524,1
212,Male,30,San Francisco,Gold,1470.5,20,4.8,0,13,Satisfied,3,2.0,73.525,49.016666666666666,1,1,13,0.8174603174603174,2
213,Male,27,Miami,Silver,710.4,13,4.1,1,54,Unsatisfied,1,1.0,54.64615384615384,26.31111111111111,0,0,5,0.2571428571428571,3
214,Female,37,Houston,Bronze,430.8,7,3.4,0,23,Neutral,2,0.0,61.54285714285714,11.643243243243244,1,0,3,0.4539682539682539,1
215,Female,31,New York,Gold,1140.6,15,4.6,1,27,Satisfied,3,2.0,76.03999999999999,36.79354838709677,1,1,9,0.7285714285714285,2
216,Male,35,Los Angeles,Silver,810.9,12,4.3,0,13,Neutral,2,1.0,67.575,23.16857142857143,1,1,9,0.6174603174603175,3
217,Female,41,Chicago,Bronze,485.25,9,3.6,1,39,Unsatisfied,1,0.0,53.91666666666666,11.835365853658535,0,0,2,0.2523809523809524,1
218,Male,28,San Francisco,Gold,1500.1,21,4.9,0,10,Satisfied,3,2.0,71.43333333333332,53.575,1,1,13,0.8365079365079364,2
219,Male,32,Miami,Silver,670.3,10,3.8,1,33,Unsatisfied,1,1.0,67.03,20.946875,0,0,4,0.3904761904761904,3
220,Female,36,Houston,Bronze,460.5,8,3.1,0,19,Neutral,2,0.0,57.5625,12.791666666666666,1,0,4,0.4793650793650793,1
221,Female,30,New York,Gold,1190.8,16,4.5,1,20,Satisfied,3,2.0,74.425,39.693333333333335,1,1,10,0.7730158730158729,2
222,Male,33,Los Angeles,Silver,830.75,13,4.2,0,14,Satisfied,3,1.0,63.90384615384615,25.174242424242426,1,1,10,0.7111111111111111,3
223,Female,42,Chicago,Bronze,520.4,9,3.5,1,37,Unsatisfied,1,0.0,57.82222222222222,12.390476190476187,0,0,3,0.2650793650793651,1
224,Male,29,San Francisco,Gold,1370.2,18,4.7,0,10,Satisfied,3,2.0,76.12222222222222,47.248275862068965,1,1,13,0.8365079365079364,2
225,Male,26,Miami,Silver,690.6,12,3.9,1,47,Unsatisfied,1,1.0,57.55,26.56153846153846,0,0,4,0.3015873015873015,3
226,Female,38,Houston,Bronze,440.9,8,3.2,0,24,Neutral,2,0.0,55.1125,11.602631578947369,1,0,3,0.4476190476190476,1
227,Female,32,New York,Gold,1160.3,14,4.4,1,22,Satisfied,3,2.0,82.87857142857142,36.259375,1,1,9,0.7603174603174603,2
228,Male,34,Los Angeles,Silver,800.2,11,4.1,0,17,Neutral,2,1.0,72.74545454545455,23.53529411764706,1,1,7,0.5920634920634921,3
229,Female,43,Chicago,Bronze,500.75,10,3.3,1,40,Unsatisfied,1,0.0,50.075,11.645348837209305,0,0,3,0.246031746031746,1
230,Male,30,San Francisco,Gold,1460.5,20,4.8,0,12,Satisfied,3,2.0,73.025,48.68333333333333,1,1,13,0.8238095238095238,2
231,Male,27,Miami,Silver,700.4,13,4.0,1,53,Unsatisfied,1,1.0,53.87692307692308,25.94074074074074,0,0,5,0.2634920634920634,3
232,Female,37,Houston,Bronze,420.8,7,3.1,0,21,Neutral,2,0.0,60.114285714285714,11.372972972972974,1,0,3,0.4666666666666667,1
233,Female,31,New York,Gold,1130.6,15,4.5,1,26,Satisfied,3,2.0,75.37333333333332,36.47096774193548,1,1,9,0.7349206349206349,2
234,Male,35,Los Angeles,Silver,820.9,12,4.3,0,12,Neutral,2,1.0,68.40833333333333,23.454285714285717,1,1,10,0.6238095238095238,3
235,Female,41,Chicago,Bronze,480.25,9,3.6,1,38,Unsatisfied,1,0.0,53.36111111111112,11.71341463414634,0,0,2,0.2587301587301587,1
236,Male,28,San Francisco,Gold,1490.1,21,4.9,0,9,Satisfied,3,2.0,70.95714285714286,53.21785714285714,1,1,13,0.8428571428571429,2
237,Male,32,Miami,Silver,680.3,10,3.8,1,32,Unsatisfied,1,1.0,68.03,21.259375,0,0,4,0.3968253968253968,3
238,Female,36,Houston,Bronze,470.5,8,3.0,0,18,Neutral,2,0.0,58.8125,13.069444444444445,1,0,4,0.4857142857142857,1
239,Female,30,New York,Gold,1180.8,16,4.7,1,19,Satisfied,3,2.0,73.8,39.36,1,1,10,0.7793650793650793,2
240,Male,34,Los Angeles,Silver,790.2,11,4.0,0,15,Neutral,2,1.0,71.83636363636364,23.24117647058824,1,1,7,0.6047619047619047,3
241,Female,43,Chicago,Bronze,505.75,10,3.3,1,39,Unsatisfied,1,0.0,50.575,11.761627906976743,0,0,4,0.2523809523809524,1
242,Male,30,San Francisco,Gold,1470.5,20,4.8,0,13,Satisfied,3,2.0,73.525,49.016666666666666,1,1,13,0.8174603174603174,2
243,Male,27,Miami,Silver,710.4,13,4.1,1,54,Unsatisfied,1,1.0,54.64615384615384,26.31111111111111,0,0,5,0.2571428571428571,3
244,Female,37,Houston,Bronze,430.8,7,3.4,0,23,Neutral,2,0.0,61.54285714285714,11.643243243243244,1,0,3,0.4539682539682539,1
245,Female,31,New York,Gold,1130.6,15,4.5,1,26,Satisfied,3,2.0,75.37333333333332,36.47096774193548,1,1,9,0.7349206349206349,2
246,Male,35,Los Angeles,Silver,820.9,12,4.3,0,12,Neutral,2,1.0,68.40833333333333,23.454285714285717,1,1,10,0.6238095238095238,3
247,Female,41,Chicago,Bronze,480.25,9,3.6,1,38,Unsatisfied,1,0.0,53.36111111111112,11.71341463414634,0,0,2,0.2587301587301587,1
248,Male,28,San Francisco,Gold,1490.1,21,4.9,0,9,Satisfied,3,2.0,70.95714285714286,53.21785714285714,1,1,13,0.8428571428571429,2
249,Male,32,Miami,Silver,680.3,10,3.8,1,32,Unsatisfied,1,1.0,68.03,21.259375,0,0,4,0.3968253968253968,3
250,Female,36,Houston,Bronze,470.5,8,3.0,0,18,Neutral,2,0.0,58.8125,13.069444444444445,1,0,4,0.4857142857142857,1
251,Female,30,New York,Gold,1180.8,16,4.7,1,19,Satisfied,3,2.0,73.8,39.36,1,1,10,0.7793650793650793,2
252,Male,34,Los Angeles,Silver,790.2,11,4.0,0,15,Neutral,2,1.0,71.83636363636364,23.24117647058824,1,1,7,0.6047619047619047,3
253,Female,43,Chicago,Bronze,505.75,10,3.3,1,39,Unsatisfied,1,0.0,50.575,11.761627906976743,0,0,4,0.2523809523809524,1
254,Male,30,San Francisco,Gold,1470.5,20,4.8,0,13,Satisfied,3,2.0,73.525,49.016666666666666,1,1,13,0.8174603174603174,2
255,Male,27,Miami,Silver,710.4,13,4.1,1,54,Unsatisfied,1,1.0,54.64615384615384,26.31111111111111,0,0,5,0.2571428571428571,3
256,Female,37,Houston,Bronze,430.8,7,3.4,0,23,Neutral,2,0.0,61.54285714285714,11.643243243243244,1,0,3,0.4539682539682539,1
257,Female,31,New York,Gold,1140.6,15,4.6,1,27,Satisfied,3,2.0,76.03999999999999,36.79354838709677,1,1,9,0.7285714285714285,2
258,Male,35,Los Angeles,Silver,810.9,12,4.3,0,13,Neutral,2,1.0,67.575,23.16857142857143,1,1,9,0.6174603174603175,3
259,Female,41,Chicago,Bronze,485.25,9,3.6,1,39,Unsatisfied,1,0.0,53.91666666666666,11.835365853658535,0,0,2,0.2523809523809524,1
260,Male,28,San Francisco,Gold,1500.1,21,4.9,0,10,Satisfied,3,2.0,71.43333333333332,53.575,1,1,13,0.8365079365079364,2
261,Male,32,Miami,Silver,670.3,10,3.8,1,33,Unsatisfied,1,1.0,67.03,20.946875,0,0,4,0.3904761904761904,3
262,Female,36,Houston,Bronze,460.5,8,3.1,0,19,Neutral,2,0.0,57.5625,12.791666666666666,1,0,4,0.4793650793650793,1
263,Female,30,New York,Gold,1190.8,16,4.5,1,20,Satisfied,3,2.0,74.425,39.693333333333335,1,1,10,0.7730158730158729,2
264,Male,33,Los Angeles,Silver,830.75,13,4.2,0,14,Satisfied,3,1.0,63.90384615384615,25.174242424242426,1,1,10,0.7111111111111111,3
265,Female,42,Chicago,Bronze,520.4,9,3.5,1,37,Unsatisfied,1,0.0,57.82222222222222,12.390476190476187,0,0,3,0.2650793650793651,1
266,Male,29,San Francisco,Gold,1370.2,18,4.7,0,10,Satisfied,3,2.0,76.12222222222222,47.248275862068965,1,1,13,0.8365079365079364,2
267,Male,26,Miami,Silver,690.6,12,3.9,1,47,Unsatisfied,1,1.0,57.55,26.56153846153846,0,0,4,0.3015873015873015,3
268,Female,38,Houston,Bronze,440.9,8,3.2,0,24,Neutral,2,0.0,55.1125,11.602631578947369,1,0,3,0.4476190476190476,1
269,Female,32,New York,Gold,1160.3,14,4.4,1,22,Satisfied,3,2.0,82.87857142857142,36.259375,1,1,9,0.7603174603174603,2
270,Male,34,Los Angeles,Silver,800.2,11,4.1,0,17,Neutral,2,1.0,72.74545454545455,23.53529411764706,1,1,7,0.5920634920634921,3
271,Female,43,Chicago,Bronze,500.75,10,3.3,1,40,Unsatisfied,1,0.0,50.075,11.645348837209305,0,0,3,0.246031746031746,1
272,Male,30,San Francisco,Gold,1460.5,20,4.8,0,12,Satisfied,3,2.0,73.025,48.68333333333333,1,1,13,0.8238095238095238,2
273,Male,27,Miami,Silver,700.4,13,4.0,1,53,Unsatisfied,1,1.0,53.87692307692308,25.94074074074074,0,0,5,0.2634920634920634,3
274,Female,37,Houston,Bronze,430.8,7,3.4,0,23,Neutral,2,0.0,61.54285714285714,11.643243243243244,1,0,3,0.4539682539682539,1
275,Female,31,New York,Gold,1140.6,15,4.5,1,27,Satisfied,3,2.0,76.03999999999999,36.79354838709677,1,1,9,0.7285714285714285,2
276,Male,35,Los Angeles,Silver,820.9,12,4.3,0,12,Neutral,2,1.0,68.40833333333333,23.454285714285717,1,1,10,0.6238095238095238,3
277,Female,41,Chicago,Bronze,480.25,9,3.6,1,38,Unsatisfied,1,0.0,53.36111111111112,11.71341463414634,0,0,2,0.2587301587301587,1
278,Male,28,San Francisco,Gold,1490.1,21,4.9,0,9,Satisfied,3,2.0,70.95714285714286,53.21785714285714,1,1,13,0.8428571428571429,2
279,Male,32,Miami,Silver,680.3,10,3.8,1,32,Unsatisfied,1,1.0,68.03,21.259375,0,0,4,0.3968253968253968,3
280,Female,36,Houston,Bronze,470.5,8,3.0,0,18,Neutral,2,0.0,58.8125,13.069444444444445,1,0,4,0.4857142857142857,1
281,Female,30,New York,Gold,1180.8,16,4.7,1,19,Satisfied,3,2.0,73.8,39.36,1,1,10,0.7793650793650793,2
282,Male,34,Los Angeles,Silver,790.2,11,4.0,0,15,Neutral,2,1.0,71.83636363636364,23.24117647058824,1,1,7,0.6047619047619047,3
283,Female,43,Chicago,Bronze,505.75,10,3.3,1,39,Unsatisfied,1,0.0,50.575,11.761627906976743,0,0,4,0.2523809523809524,1
284,Male,30,San Francisco,Gold,1470.5,20,4.8,0,13,Satisfied,3,2.0,73.525,49.016666666666666,1,1,13,0.8174603174603174,2
285,Male,27,Miami,Silver,710.4,13,4.1,1,54,Unsatisfied,1,1.0,54.64615384615384,26.31111111111111,0,0,5,0.2571428571428571,3
286,Female,37,Houston,Bronze,430.8,7,3.4,0,23,Neutral,2,0.0,61.54285714285714,11.643243243243244,1,0,3,0.4539682539682539,1
