Customer ID,Gender,Age,City,Membership Type,Total Spend,Items Purchased,Average Rating,Discount Applied,Days Since Last Purchase,Satisfaction Level,Avg Spend Per Item,Recent Buyer,High Spender,Satisfaction Encoded,Membership Encoded,Loyalty Score
217,Female,41,Chicago,Bronze,485.25,9,3.6,True,39,Unsatisfied,53.916666666666664,0,0,1,0.0,0.2523809523809524
218,Male,28,San Francisco,Gold,1500.1,21,4.9,False,10,Satisfied,71.43333333333332,1,1,3,2.0,0.8365079365079364
219,Male,32,Miami,Silver,670.3,10,3.8,True,33,Unsatisfied,67.03,0,0,1,1.0,0.3904761904761904
220,Female,36,Houston,Bronze,460.5,8,3.1,False,19,Neutral,57.5625,1,0,2,0.0,0.4793650793650793
221,Female,30,New York,Gold,1190.8,16,4.5,True,20,Satisfied,74.425,1,1,3,2.0,0.7730158730158729
222,Male,33,Los Angeles,Silver,830.75,13,4.2,False,14,Satisfied,63.90384615384615,1,1,3,1.0,0.7111111111111111
223,Female,42,Chicago,Bronze,520.4,9,3.5,True,37,Unsatisfied,57.82222222222222,0,0,1,0.0,0.2650793650793651
224,Male,29,San Francisco,Gold,1370.2,18,4.7,False,10,Satisfied,76.12222222222222,1,1,3,2.0,0.8365079365079364
225,Male,26,Miami,Silver,690.6,12,3.9,True,47,Unsatisfied,57.550000000000004,0,0,1,1.0,0.30158730158730157
226,Female,38,Houston,Bronze,440.9,8,3.2,False,24,Neutral,55.1125,1,0,2,0.0,0.4476190476190476
227,Female,32,New York,Gold,1160.3,14,4.4,True,22,Satisfied,82.87857142857142,1,1,3,2.0,0.7603174603174603
228,Male,34,Los Angeles,Silver,800.2,11,4.1,False,17,Neutral,72.74545454545455,1,1,2,1.0,0.5920634920634921
229,Female,43,Chicago,Bronze,500.75,10,3.3,True,40,Unsatisfied,50.075,0,0,1,0.0,0.24603174603174605
230,Male,30,San Francisco,Gold,1460.5,20,4.8,False,12,Satisfied,73.025,1,1,3,2.0,0.8238095238095238
231,Male,27,Miami,Silver,700.4,13,4.0,True,53,Unsatisfied,53.87692307692308,0,0,1,1.0,0.26349206349206344
232,Female,37,Houston,Bronze,420.8,7,3.1,False,21,Neutral,60.114285714285714,1,0,2,0.0,0.4666666666666667
233,Female,31,New York,Gold,1130.6,15,4.5,True,26,Satisfied,75.37333333333332,1,1,3,2.0,0.7349206349206349
234,Male,35,Los Angeles,Silver,820.9,12,4.3,False,12,Neutral,68.40833333333333,1,1,2,1.0,0.6238095238095238
235,Female,41,Chicago,Bronze,480.25,9,3.6,True,38,Unsatisfied,53.361111111111114,0,0,1,0.0,0.25873015873015875
236,Male,28,San Francisco,Gold,1490.1,21,4.9,False,9,Satisfied,70.95714285714286,1,1,3,2.0,0.8428571428571429
237,Male,32,Miami,Silver,680.3,10,3.8,True,32,Unsatisfied,68.03,0,0,1,1.0,0.3968253968253968
238,Female,36,Houston,Bronze,470.5,8,3.0,False,18,Neutral,58.8125,1,0,2,0.0,0.48571428571428577
239,Female,30,New York,Gold,1180.8,16,4.7,True,19,Satisfied,73.8,1,1,3,2.0,0.7793650793650793
240,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral,71.83636363636364,1,1,2,1.0,0.6047619047619047
241,Female,43,Chicago,Bronze,505.75,10,3.3,True,39,Unsatisfied,50.575,0,0,1,0.0,0.2523809523809524
242,Male,30,San Francisco,Gold,1470.5,20,4.8,False,13,Satisfied,73.525,1,1,3,2.0,0.8174603174603174
243,Male,27,Miami,Silver,710.4,13,4.1,True,54,Unsatisfied,54.646153846153844,0,0,1,1.0,0.2571428571428571
244,Female,37,Houston,Bronze,430.8,7,3.4,False,23,Neutral,61.542857142857144,1,0,2,0.0,0.4539682539682539
245,Female,31,New York,Gold,1130.6,15,4.5,True,26,Satisfied,75.37333333333332,1,1,3,2.0,0.7349206349206349
246,Male,35,Los Angeles,Silver,820.9,12,4.3,False,12,Neutral,68.40833333333333,1,1,2,1.0,0.6238095238095238
247,Female,41,Chicago,Bronze,480.25,9,3.6,True,38,Unsatisfied,53.361111111111114,0,0,1,0.0,0.25873015873015875
248,Male,28,San Francisco,Gold,1490.1,21,4.9,False,9,Satisfied,70.95714285714286,1,1,3,2.0,0.8428571428571429
249,Male,32,Miami,Silver,680.3,10,3.8,True,32,Unsatisfied,68.03,0,0,1,1.0,0.3968253968253968
250,Female,36,Houston,Bronze,470.5,8,3.0,False,18,Neutral,58.8125,1,0,2,0.0,0.48571428571428577
251,Female,30,New York,Gold,1180.8,16,4.7,True,19,Satisfied,73.8,1,1,3,2.0,0.7793650793650793
252,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral,71.83636363636364,1,1,2,1.0,0.6047619047619047
253,Female,43,Chicago,Bronze,505.75,10,3.3,True,39,Unsatisfied,50.575,0,0,1,0.0,0.2523809523809524
254,Male,30,San Francisco,Gold,1470.5,20,4.8,False,13,Satisfied,73.525,1,1,3,2.0,0.8174603174603174
255,Male,27,Miami,Silver,710.4,13,4.1,True,54,Unsatisfied,54.646153846153844,0,0,1,1.0,0.2571428571428571
256,Female,37,Houston,Bronze,430.8,7,3.4,False,23,Neutral,61.542857142857144,1,0,2,0.0,0.4539682539682539
257,Female,31,New York,Gold,1140.6,15,4.6,True,27,Satisfied,76.03999999999999,1,1,3,2.0,0.7285714285714285
258,Male,35,Los Angeles,Silver,810.9,12,4.3,False,13,Neutral,67.575,1,1,2,1.0,0.6174603174603175
259,Female,41,Chicago,Bronze,485.25,9,3.6,True,39,Unsatisfied,53.916666666666664,0,0,1,0.0,0.2523809523809524
260,Male,28,San Francisco,Gold,1500.1,21,4.9,False,10,Satisfied,71.43333333333332,1,1,3,2.0,0.8365079365079364
261,Male,32,Miami,Silver,670.3,10,3.8,True,33,Unsatisfied,67.03,0,0,1,1.0,0.3904761904761904
262,Female,36,Houston,Bronze,460.5,8,3.1,False,19,Neutral,57.5625,1,0,2,0.0,0.4793650793650793
263,Female,30,New York,Gold,1190.8,16,4.5,True,20,Satisfied,74.425,1,1,3,2.0,0.7730158730158729
264,Male,33,Los Angeles,Silver,830.75,13,4.2,False,14,Satisfied,63.90384615384615,1,1,3,1.0,0.7111111111111111
265,Female,42,Chicago,Bronze,520.4,9,3.5,True,37,Unsatisfied,57.82222222222222,0,0,1,0.0,0.2650793650793651
266,Male,29,San Francisco,Gold,1370.2,18,4.7,False,10,Satisfied,76.12222222222222,1,1,3,2.0,0.8365079365079364
267,Male,26,Miami,Silver,690.6,12,3.9,True,47,Unsatisfied,57.550000000000004,0,0,1,1.0,0.30158730158730157
268,Female,38,Houston,Bronze,440.9,8,3.2,False,24,Neutral,55.1125,1,0,2,0.0,0.4476190476190476
269,Female,32,New York,Gold,1160.3,14,4.4,True,22,Satisfied,82.87857142857142,1,1,3,2.0,0.7603174603174603
270,Male,34,Los Angeles,Silver,800.2,11,4.1,False,17,Neutral,72.74545454545455,1,1,2,1.0,0.5920634920634921
271,Female,43,Chicago,Bronze,500.75,10,3.3,True,40,Unsatisfied,50.075,0,0,1,0.0,0.24603174603174605
272,Male,30,San Francisco,Gold,1460.5,20,4.8,False,12,Satisfied,73.025,1,1,3,2.0,0.8238095238095238
273,Male,27,Miami,Silver,700.4,13,4.0,True,53,Unsatisfied,53.87692307692308,0,0,1,1.0,0.26349206349206344
274,Female,37,Houston,Bronze,430.8,7,3.4,False,23,Neutral,61.542857142857144,1,0,2,0.0,0.4539682539682539
275,Female,31,New York,Gold,1140.6,15,4.5,True,27,Satisfied,76.03999999999999,1,1,3,2.0,0.7285714285714285
276,Male,35,Los Angeles,Silver,820.9,12,4.3,False,12,Neutral,68.40833333333333,1,1,2,1.0,0.6238095238095238
277,Female,41,Chicago,Bronze,480.25,9,3.6,True,38,Unsatisfied,53.361111111111114,0,0,1,0.0,0.25873015873015875
278,Male,28,San Francisco,Gold,1490.1,21,4.9,False,9,Satisfied,70.95714285714286,1,1,3,2.0,0.8428571428571429
279,Male,32,Miami,Silver,680.3,10,3.8,True,32,Unsatisfied,68.03,0,0,1,1.0,0.3968253968253968
280,Female,36,Houston,Bronze,470.5,8,3.0,False,18,Neutral,58.8125,1,0,2,0.0,0.48571428571428577
281,Female,30,New York,Gold,1180.8,16,4.7,True,19,Satisfied,73.8,1,1,3,2.0,0.7793650793650793
282,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral,71.83636363636364,1,1,2,1.0,0.6047619047619047
283,Female,43,Chicago,Bronze,505.75,10,3.3,True,39,Unsatisfied,50.575,0,0,1,0.0,0.2523809523809524
284,Male,30,San Francisco,Gold,1470.5,20,4.8,False,13,Satisfied,73.525,1,1,3,2.0,0.8174603174603174
285,Male,27,Miami,Silver,710.4,13,4.1,True,54,Unsatisfied,54.646153846153844,0,0,1,1.0,0.2571428571428571
286,Female,37,Houston,Bronze,430.8,7,3.4,False,23,Neutral,61.542857142857144,1,0,2,0.0,0.4539682539682539
287,Female,31,New York,Gold,1130.6,15,4.5,True,26,Satisfied,75.37333333333332,1,1,3,2.0,0.7349206349206349
288,Male,35,Los Angeles,Silver,820.9,12,4.3,False,13,Neutral,68.40833333333333,1,1,2,1.0,0.6174603174603175
289,Female,41,Chicago,Bronze,485.25,9,3.6,True,39,Unsatisfied,53.916666666666664,0,0,1,0.0,0.2523809523809524
290,Male,28,San Francisco,Gold,1500.1,21,4.9,False,10,Satisfied,71.43333333333332,1,1,3,2.0,0.8365079365079364
291,Male,32,Miami,Silver,670.3,10,3.8,True,33,Unsatisfied,67.03,0,0,1,1.0,0.3904761904761904
292,Female,36,Houston,Bronze,460.5,8,3.1,False,19,Neutral,57.5625,1,0,2,0.0,0.4793650793650793
293,Female,30,New York,Gold,1190.8,16,4.5,True,20,Satisfied,74.425,1,1,3,2.0,0.7730158730158729
294,Male,33,Los Angeles,Silver,830.75,13,4.2,False,14,Satisfied,63.90384615384615,1,1,3,1.0,0.7111111111111111
295,Female,42,Chicago,Bronze,520.4,9,3.5,True,37,Unsatisfied,57.82222222222222,0,0,1,0.0,0.2650793650793651
296,Male,29,San Francisco,Gold,1370.2,18,4.7,False,10,Satisfied,76.12222222222222,1,1,3,2.0,0.8365079365079364
297,Male,26,Miami,Silver,690.6,12,3.9,True,47,Unsatisfied,57.550000000000004,0,0,1,1.0,0.30158730158730157
298,Female,38,Houston,Bronze,440.9,8,3.2,False,24,Neutral,55.1125,1,0,2,0.0,0.4476190476190476
299,Female,32,New York,Gold,1160.3,14,4.4,True,22,Satisfied,82.87857142857142,1,1,3,2.0,0.7603174603174603
300,Male,34,Los Angeles,Silver,800.2,11,4.1,False,17,Neutral,72.74545454545455,1,1,2,1.0,0.5920634920634921
301,Male,36,San Francisco,Gold,1420.8,19,4.6,False,11,Satisfied,74.77894736842104,1,1,3,2.0,0.8301587301587301
302,Female,29,Miami,Silver,730.4,14,4.0,True,50,Unsatisfied,52.17142857142857,0,0,1,1.0,0.28253968253968254
303,Female,35,Houston,Bronze,450.6,7,3.3,False,21,Neutral,64.37142857142858,1,0,2,0.0,0.4666666666666667
304,Male,31,New York,Gold,1210.6,17,4.8,True,18,Satisfied,71.21176470588235,1,1,3,2.0,0.7857142857142857
305,Male,27,Los Angeles,Silver,780.9,11,4.2,False,16,Neutral,70.99090909090908,1,1,2,1.0,0.5984126984126984
306,Female,42,Chicago,Bronze,495.25,10,3.5,True,35,Unsatisfied,49.525,0,0,1,0.0,0.2777777777777778
307,Male,29,San Francisco,Gold,1390.2,18,4.7,False,9,Satisfied,77.23333333333333,1,1,3,2.0,0.8428571428571429
308,Male,26,Miami,Silver,670.6,12,3.9,True,46,Unsatisfied,55.88333333333333,0,0,1,1.0,0.30793650793650795
309,Female,38,Houston,Bronze,460.9,8,3.2,False,25,Neutral,57.6125,1,0,2,0.0,0.44126984126984126
310,Female,32,New York,Gold,1170.3,14,4.5,True,21,Satisfied,83.59285714285714,1,1,3,2.0,0.7666666666666666
311,Male,34,Los Angeles,Silver,810.2,11,4.0,False,14,Neutral,73.65454545454546,1,1,2,1.0,0.611111111111111
312,Female,43,Chicago,Bronze,515.75,9,3.3,True,38,Unsatisfied,57.30555555555556,0,0,1,0.0,0.25873015873015875
313,Male,30,San Francisco,Gold,1450.5,20,4.8,False,12,Satisfied,72.525,1,1,3,2.0,0.8238095238095238
314,Male,27,Miami,Silver,690.4,13,4.1,True,52,Unsatisfied,53.107692307692304,0,0,1,1.0,0.2698412698412698
315,Female,37,Houston,Bronze,420.8,7,3.4,False,24,Neutral,60.114285714285714,1,0,2,0.0,0.4476190476190476
316,Female,31,New York,Gold,1130.6,15,4.5,True,26,Satisfied,75.37333333333332,1,1,3,2.0,0.7349206349206349
317,Male,35,Los Angeles,Silver,820.9,12,4.3,False,13,Neutral,68.40833333333333,1,1,2,1.0,0.6174603174603175
318,Female,41,Chicago,Bronze,480.25,9,3.6,True,39,Unsatisfied,53.361111111111114,0,0,1,0.0,0.2523809523809524
319,Male,28,San Francisco,Gold,1490.1,21,4.9,False,9,Satisfied,70.95714285714286,1,1,3,2.0,0.8428571428571429
320,Male,32,Miami,Silver,680.3,10,3.8,True,32,Unsatisfied,68.03,0,0,1,1.0,0.3968253968253968
